ProtocolName,MinSourcePort,MaxSourcePort,MinDesport,MaxDesport,MinFlowDur,MaxFlowDur,MinFlowBytes,MaxFlowBytes,MinFlowPackets,MawFlowPackets,MinAvgPacketSize,MaxAvgPacketSize
UBUNTUONE.csv,80,60927,80,50058,1,119724251,0.0,406335.076168805,0.4890317079,2000000.0,0.0,1927.7956349206
HTTP_CONNECT.csv,0,65534,0,65534,1,119999988,0.0,4410000000.0,0.0167145353,6000000.0,0.0,3682.0
FACEBOOK.csv,80,65526,80,64968,1,119998416,0.0,1502000000.0,0.019078129,5000000.0,0.0,2459.6923076923
YOUTUBE.csv,53,65533,53,64990,1,119999998,0.0,2920000000.0,0.0180219174,5000000.0,0.0,5100.381773399
STARCRAFT.csv,1119,3128,1119,3128,1,3542925,2450.5175808125,12000000.0,71.4099225922,2000000.0,8.0,34.9407114625
NTP.csv,123,123,123,123,132,15777,24339.227990112202,2181818.18181818,507.067249794,45454.5454545454,54.0,60.0
HTTP_PROXY.csv,0,65534,0,65534,1,120000000,0.0,13108000000.0,0.0166666861,6000000.0,0.0,9831.0
BGP.csv,2605,3128,2605,3128,6,54628107,15.4201013872,2000000.0,0.9518909378,333333.333333333,6.0,136.0
INSTAGRAM.csv,80,61847,80,60958,1,119999998,0.0,438000000.0,0.016666666899999998,3000000.0,0.0,2760.9553440703003
WINDOWS_UPDATE.csv,80,65534,53,64248,1,119999990,0.0,724000000.0,0.0167821608,3000000.0,0.0,3111.3269230769
ORACLE.csv,1521,1521,3128,3128,159,118411936,0.199945295,383647.8,0.15568713539999998,12578.62,1.3333333333,1324.0052083333
DEEZER.csv,38531,59893,80,3128,1,119549314,0.0,12000000.0,0.0555498512,2000000.0,0.0,2099.001242236
CONTENT_FLASH.csv,80,60999,80,60635,1,60351260,0.0,2654545.45454545,0.1656966234,3000000.0,0.0,1480.1733333333
MS_ONE_DRIVE.csv,80,65379,80,60630,1,119999897,0.0,177500000.0,0.0503352479,2000000.0,0.0,3460.891089108901
CLOUDFLARE.csv,80,60996,80,60968,1,119999991,0.0,892000000.0,0.0500162428,5000000.0,0.0,2469.2081632653
GMAIL.csv,443,65534,53,65263,1,119999970,0.0,1034000000.0,0.018360748,4000000.0,0.0,2836.2864800477
NFS.csv,3128,3128,2049,2049,195133,195133,147038.173963399,147038.173963399,199.86368271900002,199.86368271900002,814.1282051282001,814.1282051282001
OPENVPN.csv,1194,1194,3128,3128,183,119831626,9.6969392704,98360.6557377049,0.2253161448,16393.4426229508,8.0,124.8684210526
EBAY.csv,80,60987,80,59026,1,119976231,0.0,24000000.0,0.0666712292,4000000.0,0.0,1959.7142857142999
TEAMSPEAK.csv,51234,51234,3128,3128,137,119971955,0.1999930025,131386.861313869,0.1429030379,21897.810218978102,1.7142857143,227.71666666669998
MICROSOFT.csv,80,65534,53,65102,1,119999628,0.0,587000000.0,0.0210549574,4000000.0,0.0,3105.9260273973
SKYPE.csv,80,65512,53,65435,1,119999875,0.0,752000000.0,0.0176120232774237,5000000.0,0.0,2942.116363636401
SSH.csv,22,60116,22,54458,98185,119989261,1.5104703444,206711.819524367,0.0397582797,132.4031165657,24.0,1895.3846153846
99TAXI.csv,33747,33747,80,80,117118,117118,6301.337112997198,6301.337112997198,51.2303830325,51.2303830325,123.0,123.0
WHOIS_DAS.csv,3128,4343,3128,4343,71,58563609,0.0,40658.6090191532,0.2349084624,28169.014084507002,0.0,875.6666666666998
SKINNY.csv,2000,3128,2000,3128,274,114340153,0.5638935678,65693.4306569343,0.0939822613,10948.9051094891,6.6,49.2
MAIL_IMAPS.csv,36874,55111,993,993,14,10412605,2.6146536521,857142.857142857,0.8715512174,142857.14285714302,3.0,478.5333333333
OFFICE_365.csv,80,64532,80,59929,1,119999992,0.0,480666666.666667,0.0339204738,3000000.0,0.0,3692.9523809524
UPNP.csv,1780,3128,1780,3128,333,118766716,0.0,177820.2,0.06765146450000001,12012.012012012,0.0,1627.427
CITRIX.csv,1494,3128,1494,3128,1,117698984,0.2693789717,12000000.0,0.17152595896733094,2000000.0,2.25,151.2779369628
BITTORRENT.csv,51509,64963,80,3128,819,59815003,0.0,3426458.50451931,0.1504639229,5751.8488085456,0.0,595.7142857143
UNENCRYPED_JABBER.csv,3128,57581,2201,33571,8,118434273,0.0,2750000.0,0.049798335,250000.0,0.0,215.17241379310002
YAHOO.csv,80,65466,53,63524,1,119999794,0.0,1082000000.0,0.0275266589,3000000.0,0.0,2565.0611880304
SSL.csv,22,65468,22,65494,1,120000000,0.0,5099000000.0,0.0215382581,6000000.0,0.0,4152.0
HTTP.csv,0,65531,0,65534,1,120000000,0.0,14396000000.0,0.0166668033,6000000.0,0.0,16063.0
WIKIPEDIA.csv,443,65456,80,63691,1,119964915,0.0,122000000.0,0.0557136455,5000000.0,0.0,2547.0022675737
APPLE_ITUNES.csv,443,65333,80,56372,1,119959780,0.0,1800000000.0,0.025008382000000003,4000000.0,0.0,2766.45
IP_ICMP.csv,0,0,0,0,3,119748885,0.0,0.0,0.4590556716,2000000.0,0.0,0.0
TELEGRAM.csv,34100,59489,443,443,10,119999535,45.9258772865,85300000.0,0.0751104662,200000.0,311.3225806452,1220.5
DNS.csv,53,60764,53,59979,1,119999998,0.0,90000000.0,0.0379633869,2000000.0,0.0,565.5714285714
TIMMEU.csv,3128,60385,80,50510,1,63501279,0.0,750000.0,0.1334814265,2000000.0,0.0,1193.7142857142999
WHATSAPP.csv,443,65459,443,65362,1,119999782,0.0,43000000.0,0.0467592402,6000000.0,0.0,3617.1627643505
